player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Juninho Bacuna,Curaçao,Curaçao,MF,28-318,1997,Volendam,2,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.2,0.55,0.0,0.0,82.0,91.1,82.0,1,0,,0,0.5,1.0,7.0,-6.0,-3.29,-3.29,0.0,3.0,3.0,0.0,1.0,5.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Juriën Gaari,Curaçao,Curaçao,DF,32-180,1993,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Jürgen Locadia,Curaçao,Curaçao,FW,32-226,1993,Miami FC,2,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.62,0.0,0.0,,73.0,81.1,73.0,0,0,,0,0.5,1.0,4.0,-3.0,-1.85,6.09,0.0,2.0,4.0,2.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kenji Gorré,Curaçao,Curaçao,"FW,MF",31-265,1994,,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,16.0,8.9,,0,1,16.0,1,1.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kevin Felida,Curaçao,Curaçao,MF,26-222,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Bacuna,Curaçao,Curaçao,MF,34-304,1991,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,1.0,7.0,-6.0,-3.0,,0.0,3.0,2.0,0.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Livano Comenencia,Curaçao,Curaçao,MF,22-138,2004,Zürich,2,2,173.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.52,0.0,0.52,0.52,0.52,5.0,2.0,40.0,2.6,1.04,0.2,0.5,87.0,96.1,87.0,1,0,,0,0.5,1.0,7.0,-6.0,-3.12,-3.12,0.0,3.0,1.0,0.0,1.0,6.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Riechedly Bazoer,Curaçao,Curaçao,DF,29-252,1996,Konyaspor,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,0.0,1.0,7.0,-6.0,-6.0,-6.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Roshon van Eijma,Curaçao,Curaçao,DF,28-012,1998,RKC Waalwijk,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,15.0,8.3,,0,1,15.0,1,1.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Sherel Floranus,Curaçao,Curaçao,DF,27-302,1998,Zwolle,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,0.5,1.0,7.0,-6.0,-3.0,,0.0,1.0,0.0,0.0,0.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Shurandy Sambo,Curaçao,Curaçao,DF,24-306,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sontje Hansen,Curaçao,Curaçao,FW,24-034,2002,Middlesbrough,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,2.0,0.0,0.0,45.0,25.0,45.0,0,0,,1,0.0,1.0,3.0,-2.0,-4.0,-1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tahith Chong,Curaçao,Curaçao,MF,26-199,1999,Sheffield United,2,2,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.57,0.0,0.0,,79.0,87.2,79.0,0,0,,0,0.5,1.0,6.0,-5.0,-2.87,1.05,0.0,2.0,11.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Trevor Doornbusch,Curaçao,Curaçao,GK,26-350,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrese Noslin,Curaçao,Curaçao,MF,23-283,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrick Bodak,Curaçao,Curaçao,GK,24-037,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Hložek,Czechia,Czech Republic,FW,23-331,2002,Hoffenheim,2,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,2.9,0.97,0.0,0.0,47.0,51.7,66.0,0,1,27.0,0,0.5,1.0,2.0,-1.0,-0.97,-0.97,0.0,3.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexandr Sojka,Czechia,Czech Republic,"MF,DF",23-080,2003,Viktoria Plzeň,2,2,137.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,0.0,0.0,,0.0,0.0,,,69.0,76.1,69.0,0,0,,0,0.5,2.0,2.0,0.0,0.0,2.09,0.0,0.0,2.0,0.0,5.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
David Douděra,Czechia,Czech Republic,"DF,MF",28-021,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Jurásek,Czechia,Czech Republic,"DF,MF",25-318,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Zima,Czechia,Czech Republic,DF,25-225,2000,Slavia Prague,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,13.0,7.2,,0,1,13.0,1,1.0,0.0,1.0,-1.0,-6.92,-6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Denis Višinský,Czechia,Czech Republic,"FW,MF",23-092,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Sochůrek,Czechia,Czech Republic,MF,18-014,2008,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Kuchta,Czechia,Czech Republic,FW,29-164,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaroslav Zelený,Czechia,Czech Republic,MF,33-305,1992,Sparta Prague,2,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.71,0.0,0.0,,63.0,70.0,90.0,1,1,36.0,0,0.5,1.0,3.0,-2.0,-1.43,-3.1,0.0,0.0,2.0,0.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jindřich Staněk,Czechia,Czech Republic,GK,30-055,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladislav Krejčí,Czechia,Czech Republic,DF,27-062,1999,Wolves,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,5.0,1.0,20.0,2.5,0.5,0.2,1.0,90.0,100.0,90.0,2,0,,0,0.5,2.0,3.0,-1.0,-0.5,,0.0,6.0,2.0,0.0,2.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Lukáš Horníček,Czechia,Czech Republic,GK,23-343,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukáš Provod,Czechia,Czech Republic,FW,29-241,1996,Slavia Prague,2,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.03,0.0,0.0,,44.0,48.3,63.0,0,1,24.0,0,0.5,1.0,1.0,0.0,0.0,0.97,0.0,1.0,1.0,1.0,2.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Lukáš Červ,Czechia,Czech Republic,MF,25-072,2001,Viktoria Plzeň,1,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.17,1.17,0.0,0.0,77.0,42.8,77.0,0,0,,1,1.0,1.0,0.0,1.0,1.17,2.92,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Matej Kovar,Czechia,Czech Republic,GK,26-035,2000,PSV,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,2.0,3.0,-1.0,-0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,3.0,1.5,9.0,7.0,77.8,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Michal Sadílek,Czechia,Czech Republic,MF,27-021,1999,Slavia Prague,2,1,93.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.97,0.0,0.97,0.97,0.97,5.0,3.0,60.0,4.84,2.9,0.2,0.33,47.0,51.7,66.0,0,1,27.0,0,0.5,1.0,2.0,-1.0,-0.97,-0.97,0.0,0.0,1.0,0.0,5.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mojmír Chytil,Czechia,Czech Republic,FW,27-053,1999,Slavia Prague,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,3.9,,0,1,7.0,1,0.0,0.0,0.0,0.0,0.0,0.52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Patrik Schick,Czechia,Czech Republic,FW,30-148,1996,Leverkusen,2,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.18,0.59,0.0,0.0,77.0,85.0,77.0,1,0,,0,0.5,2.0,1.0,1.0,0.59,7.25,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pavel Šulc,Czechia,Czech Republic,FW,25-174,2000,Lyon,2,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.91,0.0,0.0,,50.0,55.0,63.0,0,1,36.0,0,0.5,1.0,1.0,0.0,0.0,1.11,0.0,2.0,1.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Robin Hranáč,Czechia,Czech Republic,DF,26-143,2000,Hoffenheim,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,2.0,3.0,-1.0,-0.5,,0.0,4.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tomáš Chorý,Czechia,Czech Republic,FW,31-146,1995,Slavia Prague,1,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,27.0,15.0,,0,1,27.0,1,0.0,0.0,2.0,-2.0,-6.67,-7.25,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tomáš Holeš,Czechia,Czech Republic,DF,33-082,1993,Slavia Prague,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tomáš Souček,Czechia,Czech Republic,MF,31-114,1995,West Ham,2,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.79,0.0,0.0,,57.0,63.3,90.0,1,1,24.0,0,0.5,1.0,3.0,-2.0,-1.58,-2.94,0.0,2.0,1.0,2.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Vladimír Coufal,Czechia,Czech Republic,"MF,DF",33-303,1992,Hoffenheim,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,2.0,3.0,-1.0,-0.5,,0.0,3.0,1.0,1.0,12.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Vladimír Darida,Czechia,Czech Republic,MF,35-317,1990,Hradec Králové,1,1,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.67,0.0,0.0,,54.0,30.0,54.0,0,0,,1,1.0,1.0,0.0,1.0,1.67,3.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Štěpán Chaloupek,Czechia,Czech Republic,DF,23-105,2003,Slavia Prague,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,0.0,1.0,2.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Alban Lafont,Côte d'Ivoire,Côte d'Ivoire,GK,27-149,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amad Diallo,Côte d'Ivoire,Côte d'Ivoire,FW,23-345,2002,Manchester Utd,2,1,109.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83,3.0,2.0,66.7,2.48,1.65,0.33,0.5,55.0,60.6,74.0,0,1,35.0,0,1.5,2.0,1.0,1.0,0.83,2.09,0.0,0.0,0.0,0.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Ange-Yoan Bonny,Côte d'Ivoire,Côte d'Ivoire,FW,22-239,2003,Inter,2,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.83,0.83,0.0,0.0,55.0,60.6,74.0,0,1,35.0,0,1.5,2.0,1.0,1.0,0.83,2.09,0.0,1.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Bazoumana Touré,Côte d'Ivoire,Côte d'Ivoire,MF,20-111,2006,Hoffenheim,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,55.0,30.6,55.0,0,0,,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Christ Inao Oulaï,Côte d'Ivoire,Côte d'Ivoire,MF,20-076,2006,Trabzonspor,2,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,0.0,,52.0,57.8,90.0,1,1,14.0,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Christopher Opéri,Côte d'Ivoire,Côte d'Ivoire,"DF,MF",29-053,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elye Wahi,Côte d'Ivoire,Côte d'Ivoire,FW,23-170,2003,Nice,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,3.27,1.64,0.0,0.0,55.0,30.6,55.0,0,0,,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Emmanuel Agbadou,Côte d'Ivoire,Côte d'Ivoire,DF,29-004,1997,Beşiktaş,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Evann Guessand,Côte d'Ivoire,Côte d'Ivoire,"FW,MF",24-355,2001,Crystal Palace,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,16.0,8.9,,0,1,16.0,1,0.0,0.0,1.0,-1.0,-5.63,-6.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Franck Kessié,Côte d'Ivoire,Côte d'Ivoire,MF,29-184,1996,Al-Ahli,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,2.0,1.0,50.0,1.0,0.5,0.5,1.0,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,4.0,2.0,1.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Ghislain Konan,Côte d'Ivoire,Côte d'Ivoire,DF,30-176,1995,Gil Vicente FC,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Guéla Doué,Côte d'Ivoire,Côte d'Ivoire,DF,23-247,2002,Strasbourg,2,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,49.0,53.9,88.0,0,1,9.0,0,1.5,0.0,1.0,-1.0,-0.93,-2.01,0.0,4.0,2.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ibrahim Sangaré,Côte d'Ivoire,Côte d'Ivoire,MF,28-201,1997,Nottingham,2,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,44.0,48.9,74.0,0,1,14.0,0,1.5,2.0,1.0,1.0,1.02,2.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Jean Seri,Côte d'Ivoire,Côte d'Ivoire,MF,34-337,1991,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Koné,Côte d'Ivoire,Côte d'Ivoire,GK,24-106,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Pépé,Côte d'Ivoire,Côte d'Ivoire,FW,31-023,1995,Villarreal,2,1,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.2,0.0,0.0,,41.0,45.6,76.0,0,1,6.0,0,1.5,0.0,1.0,-1.0,-1.1,-2.02,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Obite N'Dicka,Côte d'Ivoire,Côte d'Ivoire,DF,26-305,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odilon Kossounou,Côte d'Ivoire,Côte d'Ivoire,DF,25-168,2001,Atalanta,2,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,46.0,51.1,90.0,1,1,2.0,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Oumar Diakité,Côte d'Ivoire,Côte d'Ivoire,FW,22-183,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ousmane Diomande,Côte d'Ivoire,Côte d'Ivoire,DF,22-199,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parfait Guiagon,Côte d'Ivoire,Côte d'Ivoire,MF,25-119,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seko Fofana,Côte d'Ivoire,Côte d'Ivoire,MF,31-045,1995,Porto,2,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,4.89,0.98,0.0,0.0,46.0,51.1,76.0,0,1,16.0,0,1.5,0.0,1.0,-1.0,-0.98,-2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Simon Adingra,Côte d'Ivoire,Côte d'Ivoire,"FW,MF",24-171,2002,Monaco,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,16.0,8.9,,0,1,16.0,1,0.0,0.0,1.0,-1.0,-5.63,-6.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Wilfried Singo,Côte d'Ivoire,Côte d'Ivoire,DF,25-178,2000,Galatasaray,2,2,171.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,2.0,0.0,0.0,1.05,0.0,0.0,,86.0,95.0,86.0,1,0,,0,1.5,2.0,1.0,1.0,0.53,10.53,0.0,3.0,1.0,0.0,1.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yahia Fofana,Côte d'Ivoire,Côte d'Ivoire,GK,25-304,2000,Rizespor,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,8.0,6.0,75.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,
Yan Diomandé,Côte d'Ivoire,Côte d'Ivoire,"MF,FW",19-219,2006,RB Leipzig,2,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.55,0.0,0.0,,87.0,96.7,87.0,1,0,,0,1.5,2.0,1.0,1.0,0.52,15.52,0.0,1.0,3.0,0.0,4.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Alan Franco,Ecuador,Ecuador,DF,27-304,1998,Atlético Mineiro,2,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,72.0,79.4,72.0,0,0,,0,0.5,0.0,0.0,0.0,0.0,2.43,0.0,4.0,0.0,0.0,2.0,3.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
